"","ARM.1","AFG.1","ALB.1","DZA.1","ATG.1","ARG.1","AUS.1","AUT.1","BHS.1","BHR.1","BRB.1","BGD.1","BMU.1","BTN.1","BOL.1","BWA.1","BRA.1","ARB.1","BLZ.1","SLB.1","BRN.1","BGR.1","MMR.1","BDI.1","CMR.1","CAN.1","CPV.1","CAF.1","LKA.1","TCD.1","CHL.1","CHN.1","COL.1","COM.1","COG.1","COK.1","CRI.1","CUB.1","CYP.1","AZE.1","BEN.1","DNK.1","DMA.1","DOM.1","BLR.1","ECU.1","EGY.1","SLV.1","GNQ.1","EST.1","FRO.1","FJI.1","FIN.1","FRA.1","PYF.1","DJI.1","GEO.1","GAB.1","GMB.1","DEU.1","BIH.1","GHA.1","KIR.1","GRC.1","GRL.1","GRD.1","GTM.1","GIN.1","GUY.1","HTI.1","HND.1","HKG.1","HUN.1","HRV.1","ISL.1","IND.1","IDN.1","IRN.1","IRQ.1","IRL.1","ISR.1","ITA.1","CIV.1","KAZ.1","JAM.1","JPN.1","JOR.1","KGZ.1","KEN.1","KHM.1","PRK.1","KOR.1","KWT.1","LVA.1","LAO.1","LBN.1","LSO.1","LBR.1","LBY.1","LTU.1","MAC.1","MDG.1","MWI.1","MYS.1","MDV.1","MLI.1","MLT.1","MRT.1","MUS.1","MEX.1","MNG.1","MAR.1","MOZ.1","MDA.1","NAM.1","NPL.1","NLD.1","ANT.1","NCL.1","MKD.1","VUT.1","NZL.1","NIC.1","NER.1","NGA.1","NOR.1","PAK.1","PAN.1","CZE.1","PNG.1","PRY.1","PER.1","PHL.1","POL.1","PRT.1","GNB.1","TLS.1","ERI.1","QAT.1","ZWE.1","ROU.1","RWA.1","RUS.1","KNA.1","LCA.1","VCT.1","STP.1","SAU.1","SEN.1","SYC.1","SLE.1","SVN.1","SVK.1","SGP.1","SOM.1","ZAF.1","ESP.1","SUR.1","TJK.1","SWZ.1","SWE.1","CHE.1","SYR.1","TKM.1","TWN.1","TZA.1","THA.1","TGO.1","TON.1","TTO.1","OMN.1","TUN.1","TUR.1","ARE.1","UGA.1","TUV.1","GBR.1","UKR.1","USA.1","BFA.1","URY.1","UZB.1","VEN.1","VNM.1","ETH.1","YEM.1","COD.1","ZMB.1","BEL.1","LUX.1","SRB.1","MNE.1","SDN.1","SSD.1","PSE.1","ARM.2","AFG.2","ALB.2","DZA.2","ATG.2","ARG.2","AUS.2","AUT.2","BHS.2","BHR.2","BRB.2","BGD.2","BMU.2","BTN.2","BOL.2","BWA.2","BRA.2","ARB.2","BLZ.2","SLB.2","BRN.2","BGR.2","MMR.2","BDI.2","CMR.2","CAN.2","CPV.2","CAF.2","LKA.2","TCD.2","CHL.2","CHN.2","COL.2","COM.2","COG.2","COK.2","CRI.2","CUB.2","CYP.2","AZE.2","BEN.2","DNK.2","DMA.2","DOM.2","BLR.2","ECU.2","EGY.2","SLV.2","GNQ.2","EST.2","FRO.2","FJI.2","FIN.2","FRA.2","PYF.2","DJI.2","GEO.2","GAB.2","GMB.2","DEU.2","BIH.2","GHA.2","KIR.2","GRC.2","GRL.2","GRD.2","GTM.2","GIN.2","GUY.2","HTI.2","HND.2","HKG.2","HUN.2","HRV.2","ISL.2","IND.2","IDN.2","IRN.2","IRQ.2","IRL.2","ISR.2","ITA.2","CIV.2","KAZ.2","JAM.2","JPN.2","JOR.2","KGZ.2","KEN.2","KHM.2","PRK.2","KOR.2","KWT.2","LVA.2","LAO.2","LBN.2","LSO.2","LBR.2","LBY.2","LTU.2","MAC.2","MDG.2","MWI.2","MYS.2","MDV.2","MLI.2","MLT.2","MRT.2","MUS.2","MEX.2","MNG.2","MAR.2","MOZ.2","MDA.2","NAM.2","NPL.2","NLD.2","ANT.2","NCL.2","MKD.2","VUT.2","NZL.2","NIC.2","NER.2","NGA.2","NOR.2","PAK.2","PAN.2","CZE.2","PNG.2","PRY.2","PER.2","PHL.2","POL.2","PRT.2","GNB.2","TLS.2","ERI.2","QAT.2","ZWE.2","ROU.2","RWA.2","RUS.2","KNA.2","LCA.2","VCT.2","STP.2","SAU.2","SEN.2","SYC.2","SLE.2","SVN.2","SVK.2","SGP.2","SOM.2","ZAF.2","ESP.2","SUR.2","TJK.2","SWZ.2","SWE.2","CHE.2","SYR.2","TKM.2","TWN.2","TZA.2","THA.2","TGO.2","TON.2","TTO.2","OMN.2","TUN.2","TUR.2","ARE.2","UGA.2","TUV.2","GBR.2","UKR.2","USA.2","BFA.2","URY.2","UZB.2","VEN.2","VNM.2","ETH.2","YEM.2","COD.2","ZMB.2","BEL.2","LUX.2","SRB.2","MNE.2","SDN.2","SSD.2","PSE.2"
"SWZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186666.666666667,0,0,0,0,1210000,0,0,94933333.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183933333.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1351896666.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186666.666666667,0,0,0,0,1210000,0,0,94933333.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183933333.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1351896666.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126706666.666667,0,0,0,0,1210000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060830000,0,0,0,0,0,0,0,1210000,0,0,514023333.333333,39093333.3333333,0,0,0,0,0,683373333.333333,0,0,0,262253333.333333,0,0,0,0,0,0,0,0,0,0,4746666.66666667,0,0,0,0,560000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1314586666.66667,0,0,0,0,0,0,0,0,1011260000,0,0,0,0,0,0,3656813333.33333,4840000,0,0,0,0,0,0,0,0,0,0,0,0,0,156173333.333333,0,0,0,0,0,0,0,0,2420000,0,0,0,0,9680000,0,0,0,0,0,0,0,0,0,0,9493333.33333333,0,0,0,847373333.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126706666.666667,0,0,0,0,1210000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060830000,0,0,0,0,0,0,0,1210000,0,0,514023333.333333,39093333.3333333,0,0,0,0,0,683373333.333333,0,0,0,262253333.333333,0,0,0,0,0,0,0,0,0,0,4746666.66666667,0,0,0,0,560000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1314586666.66667,0,0,0,0,0,0,0,0,1011260000,0,0,0,0,0,0,3656813333.33333,4840000,0,0,0,0,0,0,0,0,0,0,0,0,0,156173333.333333,0,0,0,0,0,0,0,0,2420000,0,0,0,0,9680000,0,0,0,0,0,0,0,0,0,0,9493333.33333333,0,0,0,847373333.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHE",0,0,0,0,0,0,1210000,220776666.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3730000,0,0,0,0,0,0,0,0,0,0,0,367676666.666667,0,0,0,0,0,643190000,0,0,0,0,0,0,0,0,0,0,0,0,0,1186666.66666667,0,0,0,0,0,0,47246666.6666667,75730000,0,0,0,0,0,0,0,0,0,1243333.33333333,0,0,0,0,0,0,0,49733333.3333333,0,0,0,8470000,0,0,0,0,0,5933333.33333333,0,0,0,0,0,0,21756666.6666667,0,0,0,0,0,0,0,0,0,0,0,1186666.66666667,0,0,0,0,0,0,0,0,0,0,0,5933333.33333333,0,0,0,0,0,0,0,0,0,0,4973333.33333333,1243333.33333333,0,0,0,65840000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79516666.6666667,0,0,0,0,0,0,0,0,0,0,0,1210000,0,1243333.33333333,0,0,0,0,0,0,0,0,0,0,1210000,220776666.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3730000,0,0,0,0,0,0,0,0,0,0,0,367676666.666667,0,0,0,0,0,643190000,0,0,0,0,0,0,0,0,0,0,0,0,0,1186666.66666667,0,0,0,0,0,0,47246666.6666667,75730000,0,0,0,0,0,0,0,0,0,1243333.33333333,0,0,0,0,0,0,0,49733333.3333333,0,0,0,8470000,0,0,0,0,0,5933333.33333333,0,0,0,0,0,0,21756666.6666667,0,0,0,0,0,0,0,0,0,0,0,1186666.66666667,0,0,0,0,0,0,0,0,0,0,0,5933333.33333333,0,0,0,0,0,0,0,0,0,0,4973333.33333333,1243333.33333333,0,0,0,65840000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79516666.6666667,0,0,0,0,0,0,0,0,0,0,0,1210000,0,1243333.33333333,0,0,0,0
"SYR",0,0,0,0,0,0,0,0,0,11786666.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15730000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6050000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3606666.66666667,0,0,0,0,0,0,0,0,0,0,0,0,7260000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11786666.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15730000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6050000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3606666.66666667,0,0,0,0,0,0,0,0,0,0,0,0,7260000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TKM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TWN",0,0,0,0,0,0,3630000,0,0,0,0,955756666.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19083333.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12100000,0,0,0,0,0,0,0,0,5600000,0,0,0,22990000,0,0,0,0,0,0,0,0,0,14286666.6666667,1186666.66666667,0,0,0,0,0,0,0,0,2373333.33333333,0,0,0,0,0,0,0,14563636666.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9680000,0,0,0,793760000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3394276666.66667,0,0,0,0,0,0,0,0,3560000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6050000,0,0,0,0,9602506666.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3630000,0,0,0,0,955756666.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19083333.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12100000,0,0,0,0,0,0,0,0,5600000,0,0,0,22990000,0,0,0,0,0,0,0,0,0,14286666.6666667,1186666.66666667,0,0,0,0,0,0,0,0,2373333.33333333,0,0,0,0,0,0,0,14563636666.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9680000,0,0,0,793760000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3394276666.66667,0,0,0,0,0,0,0,0,3560000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6050000,0,0,0,0,9602506666.66667,0,0,0,0,0,0,0,0,0,0,0
"TZA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13140260000,0,0,0,0,0,0,0,0,0,244420000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48400000,0,118134596666.667,0,0,0,0,0,0,0,0,0,0,0,0,0,4578160000,0,0,0,0,0,0,0,0,0,3965026666.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5478180000,0,0,0,0,0,0,0,0,0,0,0,0,11735916666.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19336666.6666667,0,0,6050000,1281600000,0,27830000,0,0,0,0,0,0,0,0,16613333.3333333,11020203333.3333,795066666.666667,0,0,0,0,7112880000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13140260000,0,0,0,0,0,0,0,0,0,244420000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48400000,0,118134596666.667,0,0,0,0,0,0,0,0,0,0,0,0,0,4578160000,0,0,0,0,0,0,0,0,0,3965026666.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5478180000,0,0,0,0,0,0,0,0,0,0,0,0,11735916666.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19336666.6666667,0,0,6050000,1281600000,0,27830000,0,0,0,0,0,0,0,0,16613333.3333333,11020203333.3333,795066666.666667,0,0,0,0,7112880000,0,0
"THA",0,0,0,0,0,0,48003333.3333333,0,0,1210000,0,2427920000,0,0,17800000,0,0,0,37973333.3333333,0,0,0,15316393333.3333,0,0,26106666.6666667,0,0,4433386666.66667,0,0,4917593333.33333,217160000,0,21360000,0,0,0,0,0,11786666.6666667,0,0,1186666.66666667,0,2858680000,1.513e+09,1186666.66666667,0,0,0,10890000,0,2420000,12100000,0,0,0,0,0,0,0,0,0,0,0,23733333.3333333,0,0,0,0,13475746666.6667,0,0,0,208133333.333333,68691640000,0,0,0,1210000,2420000,0,0,0,583683333.333333,0,0,4746666.66666667,2941846666.66667,0,4746666.66666667,0,0,3065056666.66667,0,0,0,0,0,0,0,0,54377206666.6667,0,20173333.3333333,0,0,1186666.66666667,1186666.66666667,0,0,41533333.3333333,0,0,0,0,0,0,0,0,3630000,0,0,56846666.6666667,2420000,14137180000,16613333.3333333,0,0,0,416520000,1105853480000,2420000,0,0,243266666.666667,0,0,11866666.6666667,0,0,0,0,0,0,0,15426666.6666667,39160000,0,0,0,0,33250000,0,57006666.6666667,0,0,0,0,0,4840000,0,0,32272586666.6667,332266666.666667,0,0,0,0,0,0,0,59333333.3333333,0,0,0,0,39160000,0,0,0,0,207790876666.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48003333.3333333,0,0,1210000,0,2427920000,0,0,17800000,0,0,0,37973333.3333333,0,0,0,15316393333.3333,0,0,26106666.6666667,0,0,4433386666.66667,0,0,4917593333.33333,217160000,0,21360000,0,0,0,0,0,11786666.6666667,0,0,1186666.66666667,0,2858680000,1.513e+09,1186666.66666667,0,0,0,10890000,0,2420000,12100000,0,0,0,0,0,0,0,0,0,0,0,23733333.3333333,0,0,0,0,13475746666.6667,0,0,0,208133333.333333,68691640000,0,0,0,1210000,2420000,0,0,0,583683333.333333,0,0,4746666.66666667,2941846666.66667,0,4746666.66666667,0,0,3065056666.66667,0,0,0,0,0,0,0,0,54377206666.6667,0,20173333.3333333,0,0,1186666.66666667,1186666.66666667,0,0,41533333.3333333,0,0,0,0,0,0,0,0,3630000,0,0,56846666.6666667,2420000,14137180000,16613333.3333333,0,0,0,416520000,1105853480000,2420000,0,0,243266666.666667,0,0,11866666.6666667,0,0,0,0,0,0,0,15426666.6666667,39160000,0,0,0,0,33250000,0,57006666.6666667,0,0,0,0,0,4840000,0,0,32272586666.6667,332266666.666667,0,0,0,0,0,0,0,59333333.3333333,0,0,0,0,39160000,0,0,0,0,207790876666.667,0,0,0,0,0,0,0,0,0,0,0
"TGO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1210000,0,275306666.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463986666.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246826666.666667,92560000,0,0,0,0,0,0,0,0,0,142400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1210000,0,275306666.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463986666.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246826666.666667,92560000,0,0,0,0,0,0,0,0,0,142400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTO",0,0,0,0,0,0,0,0,0,0,32180000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1210000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22803333.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39370000,0,0,166133333.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1210000,8423333.33333333,55193333.3333333,0,0,0,0,0,0,0,0,0,0,0,1046640000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4840000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32180000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1210000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22803333.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39370000,0,0,166133333.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1210000,8423333.33333333,55193333.3333333,0,0,0,0,0,0,0,0,0,0,0,1046640000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4840000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OMN",0,0,0,0,0,0,0,0,0,981240000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7260000,0,7811613333.33333,245086666.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,484440000,0,0,0,0,0,2996760000,0,0,0,0,0,0,0,0,0,0,0,0,276986666.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1967946666.66667,0,0,0,0,0,0,0,0,0,0,0,26483193333.3333,0,0,0,0,0,0,0,0,63774706666.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792653333.333333,0,0,0,0,0,0,0,55399166666.6667,0,0,0,0,0,0,0,0,0,0,0,3118543333.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,981240000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7260000,0,7811613333.33333,245086666.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,484440000,0,0,0,0,0,2996760000,0,0,0,0,0,0,0,0,0,0,0,0,276986666.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1967946666.66667,0,0,0,0,0,0,0,0,0,0,0,26483193333.3333,0,0,0,0,0,0,0,0,63774706666.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792653333.333333,0,0,0,0,0,0,0,55399166666.6667,0,0,0,0,0,0,0,0,0,0,0,3118543333.33333,0,0,0,0,0,0,0,0,0
