"iso3","Country","Year","Production","Imports","Exports","Reserves","Impaired Supply","Ratio of Impaired Supply to Reserves","Ratio of Impaired to Baseline Supply","Gdeg_total","Gdeg_out","Gdeg_in","Gstrength_total","Gbtw","Geigencentral","hs"
"MUS","Mauritius",2021,0,574080916666.667,89822463333.3333,52326666666.6667,419120000,0.0080096827621353,0.000864739825112051,75,27,48,663903380000,0.0196837775759842,0.00647242234003717,3.12655502858063e-05
"MWI","Malawi",2021,3028266666.66667,405684136666.667,837490000,28946666666.6667,240183853333.333,8.29746153846154,0.370620483337854,29,5,24,406521626666.667,0.000267079750013354,0.00502753556795917,5.95267170743044e-07
"MYS","Malaysia",2021,0,4935644156666.67,1042251066666.67,1.19906e+12,631539610000.001,0.526695586542793,0.139568840438224,197,134,63,5977895223333.33,0.0271620105763581,0.0777734107113304,0.00665208017581451
"NAM","Namibia",2021,29017920000,391146390000,9782963333.33333,22266666666.6667,78287373333.3333,3.5159,0.160205411415188,28,5,23,400929353333.333,0,0.00334615875645716,6.17254454807328e-06
"NCL","New Caledonia",2021,33400000,120482283333.333,28240000,0,0,NA,0,27,4,23,120510523333.333,0.0543507291277175,0.0013548314868603,3.39114957838153e-09
"NER","Niger",2021,24857393333.3333,284095873333.333,1.8384e+10,0,2544753333.33337,NA,0.00868178647112606,51,19,32,302479873333.333,0.000427327600021366,0.00208973741450615,0.000135787753367195
"NGA","Nigeria",2021,208193333333.333,11564199493333.3,23109323333.3333,777106666666.667,4303059806666.67,5.53728335020503,0.268064277194098,83,28,55,11587308816666.7,0.0442195039438776,0.243091613375327,3.6577795056432e-05
"NIC","Nicaragua",2021,0,368641826666.667,56200316666.6667,24493333333.3333,319974973333.333,13.0637577572128,0.505956093438319,42,19,23,424842143333.333,0,0.0045008457485721,0.000102763947786834
"NLD","Netherlands",2021,3752729366666.67,21590425726666.7,3802363836666.67,385333834663.716,210833190000,0.547144244896106,0.00969275607515875,236,159,77,25392789563333.3,0.0064099140003205,0.172792536611906,0.01283631507037
"NOR","Norway",2021,1.341678e+12,1478379570000,34336413333.3333,1.12892e+12,81822273333.333,0.0724783628010249,0.0285339264533242,137,80,57,1512715983333.33,0.0679130388333956,0.00515545529255297,5.22754695297054e-05
"NPL","Nepal",2021,6225387033333.33,480750396666.667,22600083333.3333,0,8902310000,NA,0.00133020399984212,41,18,23,503350480000,0.00571550665028578,0.000888113798334364,0.000103178739391077
"NZL","New Zealand",2021,1422911253333.33,1841813836666.67,99052093333.3333,889553333333.333,1192230000,0.0013402569079613,0.000376470078347761,107,52,55,1940865930000,0.0866940868543347,0.0214772696980709,7.84999533355484e-05
"OMN","Oman",2021,11673300000,1674299146666.67,1012626540000,331773333333.333,910358873333.333,2.74391815697464,0.574828645357333,123,65,58,2686925686666.67,0.00827947225041397,0.0167448788150133,0.00198438460397612
"PAK","Pakistan",2021,86164100900000,87335093333.3333,2432610226666.67,9289653333333.33,0,0,0,122,88,34,2519945320000,0.00257286825846198,0.00176718703690271,0.000736165810498663
"PAN","Panama",2021,0,641534096666.667,58613706666.6667,4.008e+10,73852286666.6667,1.84262192282103,0.112447258070313,67,16,51,700147803333.333,0.0650517244449192,0.0150670453208726,7.3289469017927e-05
"PER","Peru",2021,665835680000,6048419983333.33,337941383333.333,973053333333.333,413405160000,0.424853546910755,0.060886928193899,86,50,36,6386361366666.67,0.0307942951765397,0.151284303880521,0.00111640863054852
"PHL","Philippines",2021,0,14701972756666.7,261137750000,7115313333333.33,2953207533333.33,0.415049541036844,0.169782701550949,111,61,50,14963110506666.7,0,0.3206821576852,0.00163145332196573
"PNG","Papua New Guinea",2021,0,808013763333.333,714193333.333333,199286666666.667,0,0,0,29,4,25,808727956666.667,0.0175827502092125,0.00907091403565565,3.01410147620882e-07
"POL","Poland",2021,37242548646666.7,3339221023333.33,14399159730000,3789189978989.07,32287310000,0.00852090029241923,0.00123163976925372,185,138,47,17738380753333.3,0.0128465359756423,0.0617113663351804,0.0508456408623884
"PRK","Democratic People's Republic of Korea",2021,153417333333.333,138690060000,0,0,127870940000,NA,0.304470325850143,12,0,12,138690060000,0,0.000948598797702205,0
"PRT","Portugal",2021,256088933333.333,5501515806666.67,607502096666.667,26597222203.8322,33447280000,1.25754786509927,0.0064525818203158,179,118,61,6109017903333.33,0.0448026280647401,0.0415396030805303,0.00209989986748238
"PRY","Paraguay",2021,3677503660000,79728066666.6667,2357205593333.33,680246666666.667,0,0,0,45,14,31,2436933660000,0.00892046365044602,0.0128809820504342,0.024074246788521
"PSE","Occupied Palestinian Territory",2021,1.09051e+11,129963676666.667,0,0,106094533333.333,NA,0.307423071477383,34,0,34,129963676666.667,0,0.000245871076133314,0
"PYF","French Polynesia",2021,0,79645816666.6667,0,0,0,NA,0,25,0,25,79645816666.6667,0,0.000705179886131074,0
"QAT","Qatar",2021,24493333.3333333,353890100000,46597370000,0,230985586666.667,NA,0.429099723010301,83,20,63,400487470000,0.0206185567010309,0.00182076860014202,0.000112558840103221
"ROU","Romania",2021,29423737793333.3,5546972186666.67,18506177040000,2971184035484.48,256944126666.664,0.0864786979190828,0.015366114227963,147,103,44,24053149226666.7,0.0116179691255809,0.0513972252967245,0.066707197609187
"RUS","Russian Federation",2021,0,1756409383333.33,0,120143272326667,156136646243333,5.19109034001142,0.988875955460091,65,0,65,1756409383333.33,0,0.00236937221646277,0
"RWA","Rwanda",2021,32112986666.6667,192725756666.667,156420436666.667,51213333333.3333,201820466666.667,3.94077974485811,0.7468227603954,32,7,25,349146193333.333,0.0223812830511191,0.0013891013313632,3.99649966002074e-05
"SAU","Saudi Arabia",2021,2152465226666.67,12107370213333.3,743321780000,10539926666666.7,102032480000,0.00968056830249926,0.00749217126050725,129,61,68,12850691993333.3,0.00827947225041397,0.0623642888577904,0.00150761462139706
"SDN","Sudan",2021,1956794666666.67,4230163106666.67,0,1033173333333.33,3119589780000,3.01942537554202,0.335203765104349,42,0,42,4230163106666.67,0,0.0241772890096355,0
"SEN","Senegal",2021,0,1500063510000,76219176666.6667,172566666666.667,805251413333.334,4.66632072628936,0.361245771760808,64,20,44,1576282686666.67,0,0.0148464818155013,4.24937020306391e-05
"SGP","Singapore",2021,0,1322201236666.67,262308700000,4.509e+11,91751633333.3333,0.203485547423671,0.0796701235706627,145,83,62,1584509936666.67,0.134901981731745,0.0163335662593672,0.00164468164426253
"SLB","Solomon Islands",2021,0,64258796666.6667,0,0,0,NA,0,16,0,16,64258796666.6667,0,0.000654218965967213,0
"SLE","Sierra Leone",2021,0,182184466666.667,23336666.6666667,0,24275693333.3333,NA,0.117593813648912,38,5,33,182207803333.333,0.0173334757758667,0.00120617930576276,3.52228802500251e-08
"SLV","El Salvador",2021,0,1078414923333.33,362009606666.667,214873333333.333,0,0,0,42,18,24,1440424530000,0.0333315528016666,0.0268922111487748,0.000869821668190333
"SOM","Somalia",2021,3462466666.66667,1330832306666.67,0,0,88166986666.6665,NA,0.061981973186166,36,0,36,1330832306666.67,0,0.00181319532273789,0
"SRB","Serbia",2021,8448377473333.33,187824450000,2686840563333.33,1.9205e+12,1062576666.66602,0.000553281263559498,0.000178571590524566,99,66,33,2874665013333.33,0.00291116927514556,0.00286808766471422,0.00127690018648815
"SSD","South Sudan",2021,0,101298483333.333,0,0,2266506666.66667,NA,0.021884873128136,9,0,9,101298483333.333,0,3.04403730737038e-05,0
"STP","Sao Tome and Principe",2021,0,35323146666.6667,0,0,0,NA,0,12,0,12,35323146666.6667,0,5.39891379149253e-05,0
"SUR","Suriname",2021,0,87874216666.6667,3289886666.66667,0,0,NA,0,49,9,40,91164103333.3333,0.00472731157523637,0.000507293604664487,5.55416459400103e-06
"SVK","Slovakia",2021,6999533346666.67,780941586666.667,4633967373333.33,723090843184.222,348323333.333008,0.000481714485277012,0.0001106893185601,88,57,31,5414908960000,0.000587575450029379,0.0154249099287942,0.00761109937286604
"SVN","Slovenia",2021,513451520000,677065696666.667,446357500000,52765073125.4216,0,0,0,91,54,37,1123423196666.67,0.0120720047006036,0.00445687687571651,0.00352812257501917
"SWE","Sweden",2021,1.050263e+13,1387790483333.33,3823281576666.67,1068761900529.74,4393346666.66602,0.00411068795069175,0.000544301444728995,141,74,67,5211072059999.99,0.194211491551377,0.0252253516837652,0.0197669476227259
"SWZ","Swaziland",2021,2313506666.66667,25491373333.3333,1513723333.33333,0,0,NA,0,7,2,5,27005096666.6667,0,3.07901434191777e-05,1.2492038613026e-06
"SYC","Seychelles",2021,0,23066543333.3333,0,0,0,NA,0,34,0,34,23066543333.3333,0,3.66053599155575e-05,0
"SYR","Syrian Arab Republic",2021,6851992186666.67,1583185766666.67,38167413333.3333,3419046666666.67,785084339999.999,0.229620831927808,0.0855016584189336,60,35,25,1621353180000,0.0202713530260136,0.00287404303217357,0.000301900849881624
"TCD","Chad",2021,5095726666.66667,171892263333.333,0,0,1440716666.66669,NA,0.00807446679170396,16,0,16,171892263333.333,0,0.00091000291151339,0
"TGO","Togo",2021,0,540076410000,8812823333.33333,75706666666.6667,43339133333.3333,0.572461253962663,0.0754245182364144,50,12,38,548889233333.333,0.0141018108007051,0.00452345945861665,2.01857100000956e-06
"THA","Thailand",2021,4377626666.66667,8732591023333.33,650987103333.333,2.2211e+12,5145348973333.33,2.31657690933922,0.38887615765896,179,127,52,9383578126666.67,0.120052347631003,0.138032141192226,0.00405221248200848
"TJK","Tajikistan",2021,3020580213333.33,3605168666666.67,0,1871513333333.33,58138663333.334,0.0310650543054288,0.00869833056831168,15,0,15,3605168666666.67,0,0.0014196580779691,0
"TKM","Turkmenistan",2021,4460013333333.33,156718243333.333,0,1645506666666.67,74507050000,0.0452790933694181,0.0158821701323133,18,0,18,156718243333.333,0,8.85383363516883e-05,0
"TLS","Timor-Leste",2021,0,78465593333.3333,0,0,0,NA,0,8,0,8,78465593333.3333,0,0.000965516321752551,0
"TON","Tonga",2021,0,20186803333.3333,0,0,0,NA,0,8,0,8,20186803333.3333,0,3.57222765810634e-05,0
"TTO","Trinidad and Tobago",2021,0,467623213333.333,50980746666.6667,1.67e+10,0,0,0,60,20,40,518603960000,0.0141018108007051,0.0131850198641172,4.52220429657714e-05
"TUN","Tunisia",2021,3277054360000,3810539540000,318937543333.333,2707626666666.67,2563654640000,0.94682722384179,0.274707373223598,111,73,38,4129477083333.33,0.000881363175044068,0.0325762812663287,0.000396322779147763
"TUR","Turkey",2021,72032666666666.7,5199176450000,15490238633333.3,11121086666666.7,11214426543333.3,1.00839305361646,0.153714866139501,244,173,71,20689415083333.3,0.0114310133005716,0.0564946930657836,0.0371083592009025
"TUV","Tuvalu",2021,0,2080126666.66667,4893333.33333333,0,0,NA,0,8,1,7,2085020000,0.00395278030019764,8.95301069054689e-07,4.5961559369609e-10
"TWN","Taiwan",2021,18205226666.6667,4822516180000,222622560000,1106653333333.33,14577183333.333,0.0131723123170156,0.00314660106576307,121,65,56,5045138740000,0.0604045367946869,0.124445754191894,0.00145473930971326
"TZA","United Republic of Tanzania",2021,221497666666.667,1633170226666.67,94888096666.6667,3.674e+11,1574538100000,4.28562357103974,0.472221950274769,58,19,39,1728058323333.33,0.00213663800010683,0.0162083794632286,6.25356532802764e-05
"UGA","Uganda",2021,73789506666.6667,793370093333.333,149017146666.667,195946666666.667,423007140000,2.15878711894393,0.370685090255681,51,14,37,942387240000,0.02539928422627,0.00441245610527842,1.70176947095351e-05
"UKR","Ukraine",2021,0,146755866666.667,0,60534378400000,32060836716666.7,6.70168925472304,0.995443438801365,49,0,49,146755866666.667,0,0.000480339856029954,0
"URY","Uruguay",2021,3.36672e+12,108722626666.667,583417123333.333,262746666666.667,0,0,0,66,25,41,692139750000,0.00921425137546071,0.00383285003253473,0.00605196088742524
"USA","United States of America",2021,184869954126667,15349170893333.3,84654873970000,97169506666666.7,27042166666.6562,0.000278298898433462,0.000233946397813613,257,147,110,100004044863333,0.12779766038139,1,1
"UZB","Uzbekistan",2021,22242957120000,7846960226666.67,0,6166753333333.33,49096880000,0.00796154432424193,0.00162901412868904,24,0,24,7846960226666.67,0,0.00308726727642501,0
"VCT","Saint Vincent and the Grenadines",2021,0,89436973333.3333,52989773333.3333,0,0,NA,0,24,8,16,142426746666.667,0.00261738155013087,0.0025919883915024,1.58752257841163e-06
"VEN","Venezuela (Bolivarian Republic of)",2021,1005340000,4076326843333.33,1230000,465373333333.333,218362423333.333,0.469219887975245,0.0508328700831939,39,1,38,4076328073333.33,0.0341060840767053,0.0960579048407567,1.55878758356297e-08
"VNM","Viet Nam",2021,0,12050989780000,0,2958126666666.67,1195445553333.33,0.404122503205858,0.0902465850812795,55,0,55,12050989780000,0,0.135075406756104,0
"VUT","Vanuatu",2021,0,50997850000,8590000,0,29120000,NA,0.000570774689435454,22,1,21,51006440000,0,0.000176481410446776,9.76238439995463e-12
"YEM","Yemen",2021,352378906666.667,7133497390000,64374486666.6667,1.32598e+12,3597596953333.33,2.71316079679432,0.326487404333332,63,18,45,7197871876666.67,0.00767854281288393,0.091850656254119,0.000227066624103031
"ZAF","South Africa",2021,5438633333333.33,3768206670000,866249453333.333,2162093333333.33,2840044573333.33,1.31356243023736,0.254014601317802,132,71,61,4634456123333.33,0.0928636290796432,0.0392394594874197,0.000106994273507405
"ZMB","Zambia",2021,631789946666.667,118496333333.333,39107113333.3333,48986666666.6667,30970706666.6666,0.632227272727272,0.0417310677795619,36,12,24,157603446666.667,0.0419715827145986,0.000413253983860055,1.03608606344627e-05
"ZWE","Zimbabwe",2021,140307833333.333,489512846666.667,4346060000,1.3694e+11,31000766666.6667,0.226382113821139,0.047223044909691,29,8,21,493858906666.667,0.000160247850008012,0.00259761855952755,2.21016983857427e-06
